director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,bow
Olivier Megaton,Édgar Ramírez,Anna Brewster,Michael Pitt,Action Crime Thriller,the last days of american crime,Édgar Ramírez Anna Brewster Michael Pitt Olivier Megaton Action Crime Thriller
"Jonathan Milott, Cary Murnion",Lulu Wilson,Kevin James,Joel McHale,Horror Crime Thriller,becky,"Lulu Wilson Kevin James Joel McHale Jonathan Milott, Cary Murnion Horror Crime Thriller"
Gil Junger,Josh Duhamel,Megan Fox,,Family Comedy Drama,think like a dog,Josh Duhamel Megan Fox  Gil Junger Family Comedy Drama
Kenneth Branagh,Ferdia Shaw,Lara McDonnell,Josh Gad,Adventure Fantasy Science Fiction Family Action,artemis fowl,Ferdia Shaw Lara McDonnell Josh Gad Kenneth Branagh Adventure Fantasy Science Fiction Family Action
Spike Lee,Delroy Lindo,Jonathan Majors,Clarke Peters,War Drama,da 5 bloods,Delroy Lindo Jonathan Majors Clarke Peters Spike Lee War Drama
Judd Apatow,Pete Davidson,Marisa Tomei,Bill Burr,Comedy Drama,the king of staten island,Pete Davidson Marisa Tomei Bill Burr Judd Apatow Comedy Drama
Kaare Andrews,Chad Michael Collins,Tom Berenger,Sayaka Akimoto,Action,sniper: assassin's end,Chad Michael Collins Tom Berenger Sayaka Akimoto Kaare Andrews Action
David Koepp,Kevin Bacon,Amanda Seyfried,,Horror Mystery Drama Thriller,you should have left,Kevin Bacon Amanda Seyfried  David Koepp Horror Mystery Drama Thriller
Olivier Assayas,Penélope Cruz,Édgar Ramírez,Gael García Bernal,Drama History Thriller,wasp network,Penélope Cruz Édgar Ramírez Gael García Bernal Olivier Assayas Drama History Thriller
Elissa Down,Elissa Down (director); Sofia Carson,Enrico Colantoni,Wolfgang Novogratz,Comedy Music Drama,feel the beat,Elissa Down (director); Sofia Carson Enrico Colantoni Wolfgang Novogratz Elissa Down Comedy Music Drama
Patrick Vollrath,Joseph Gordon-Levitt,,,Action Drama Thriller,7500,Joseph Gordon-Levitt   Patrick Vollrath Action Drama Thriller
"Bonni Cohen, Jon Shenk",Bonni Cohen,Jon Shenk (director),,Documentary,athlete a,"Bonni Cohen Jon Shenk (director)  Bonni Cohen, Jon Shenk Documentary"
David Dobkin,Will Ferrell,Rachel McAdams,Dan Stevens,Comedy Music,eurovision song contest: the story of fire saga,Will Ferrell Rachel McAdams Dan Stevens David Dobkin Comedy Music
Jon Stewart,Steve Carell,Chris Cooper,Mackenzie Davis,Comedy Drama,irresistible,Steve Carell Chris Cooper Mackenzie Davis Jon Stewart Comedy Drama
Peter Segal,Dave Bautista,Chloe Coleman,Kristen Schaal,Family Action Comedy,my spy,Dave Bautista Chloe Coleman Kristen Schaal Peter Segal Family Action Comedy
Thomas Kail,Thomas Kail (director); Lin-Manuel Miranda,Phillipa Soo,Leslie Odom Jr.,History Music Drama,hamilton,Thomas Kail (director); Lin-Manuel Miranda Phillipa Soo Leslie Odom Jr. Thomas Kail History Music Drama
Natalie Erika James,Emily Mortimer,Robyn Nevin,Bella Heathcote,Horror Drama Mystery Thriller,relic,Emily Mortimer Robyn Nevin Bella Heathcote Natalie Erika James Horror Drama Mystery Thriller
LP,Anna Camp,Robbie Amell,Nasim Pedrad,Comedy Romance,desperados,Anna Camp Robbie Amell Nasim Pedrad LP Comedy Romance
Gina Prince-Bythewood,Charlize Theron,KiKi Layne,Marwan Kenzari,Action Fantasy,the old guard,Charlize Theron KiKi Layne Marwan Kenzari Gina Prince-Bythewood Action Fantasy
Aaron Schneider,Tom Hanks,Stephen Graham,Rob Morgan,War Action Drama,greyhound,Tom Hanks Stephen Graham Rob Morgan Aaron Schneider War Action Drama
Max Barbakow,Andy Samberg,Cristin Milioti,Peter Gallagher,Comedy Romance Fantasy Mystery Science Fiction,palm springs,Andy Samberg Cristin Milioti Peter Gallagher Max Barbakow Comedy Romance Fantasy Mystery Science Fiction
Peter Sullivan,Nia Long,Omar Epps,Stephen Bishop,Thriller,fatal affair,Nia Long Omar Epps Stephen Bishop Peter Sullivan Thriller
Robin Pront,Annabelle Wallis,Hero Fiennes-Tiffin,Nikolaj Coster-Waldau,Action Crime Thriller,the silencing,Annabelle Wallis Hero Fiennes-Tiffin Nikolaj Coster-Waldau Robin Pront Action Crime Thriller
The Brothers Riedell,Lucy Hale,Leonidas Gulaptis,Jackie Cruz,Comedy Romance,a nice girl like you,Lucy Hale Leonidas Gulaptis Jackie Cruz The Brothers Riedell Comedy Romance
Eric Bress,Brenton Thwaites,Theo Rossi,Skylar Astin,Horror Thriller War Fantasy,ghosts of war,Brenton Thwaites Theo Rossi Skylar Astin Eric Bress Horror Thriller War Fantasy
"Scott Christian Sava, Tony Bancroft",John Krasinski,Emily Blunt,Ian McKellen,Comedy Animation Adventure,animal crackers,"John Krasinski Emily Blunt Ian McKellen Scott Christian Sava, Tony Bancroft Comedy Animation Adventure"
Vince Marcello,Joey King,Joel Courtney,Jacob Elordi,Comedy Romance,the kissing booth 2,Joey King Joel Courtney Jacob Elordi Vince Marcello Comedy Romance
Dave Franco,Dan Stevens,Alison Brie,Sheila Vand,Horror Thriller Drama,the rental,Dan Stevens Alison Brie Sheila Vand Dave Franco Horror Thriller Drama
John Pogue,Tania Raymonde,Nathaniel Buzolic,Emerson Brooks,Action Horror Science Fiction,deep blue sea 3,Tania Raymonde Nathaniel Buzolic Emerson Brooks John Pogue Action Horror Science Fiction
"Beyoncé, Emmanuel Adjei, Blitz Bazawule, Ibra Ake, Jenn Nkiru, Jake Nava, Pierre Debusschere, Dikayl Rimmasch",Beyoncé,,,Music,black is king,"Beyoncé   Beyoncé, Emmanuel Adjei, Blitz Bazawule, Ibra Ake, Jenn Nkiru, Jake Nava, Pierre Debusschere, Dikayl Rimmasch Music"
Andy Tennant,Katie Holmes,Josh Lucas,Jerry O'Connell,Drama Romance,the secret: dare to dream,Katie Holmes Josh Lucas Jerry O'Connell Andy Tennant Drama Romance
Jessica Swale,Gemma Arterton,Gugu Mbatha-Raw,Penelope Wilton,Drama War Romance,summerland,Gemma Arterton Gugu Mbatha-Raw Penelope Wilton Jessica Swale Drama War Romance
Amy Seimetz,Kate Lyn Sheil,Jane Adams,Kentucker Audley,Drama,she dies tomorrow,Kate Lyn Sheil Jane Adams Kentucker Audley Amy Seimetz Drama
Brandon Trost,Seth Rogen,Sarah Snook,,Comedy,an american pickle,Seth Rogen Sarah Snook  Brandon Trost Comedy
David Ayer,Bobby Soto,Shia LaBeouf,Cinthya Carmona,Action Crime Drama,the tax collector,Bobby Soto Shia LaBeouf Cinthya Carmona David Ayer Action Crime Drama
Ciro Guerra,Mark Rylance,Johnny Depp,Robert Pattinson,Drama History,waiting for the barbarians,Mark Rylance Johnny Depp Robert Pattinson Ciro Guerra Drama History
"Henry Joost, Ariel Schulman",Jamie Foxx,Joseph Gordon-Levitt,Dominique Fishback,Action Crime Science Fiction,project power,"Jamie Foxx Joseph Gordon-Levitt Dominique Fishback Henry Joost, Ariel Schulman Action Crime Science Fiction"
Mark Waters,Adam DeVine,Gillian Jacobs,Jeffrey Tambor,Comedy Family Fantasy,magic camp,Adam DeVine Gillian Jacobs Jeffrey Tambor Mark Waters Comedy Family Fantasy
"Amanda McBaine, Jesse Moss",Amanda McBaine,Jesse Moss (directors),,Documentary,boys state,"Amanda McBaine Jesse Moss (directors)  Amanda McBaine, Jesse Moss Documentary"
Eugene Kotlyarenko,Joe Keery,Sasheer Zamata,Mischa Barton,Horror Comedy Crime Thriller,spree,Joe Keery Sasheer Zamata Mischa Barton Eugene Kotlyarenko Horror Comedy Crime Thriller
Tim Hill,Tom Kenny,Awkwafina,Matt Berry,Animation Fantasy Adventure Comedy Family,the spongebob movie: sponge on the run,Tom Kenny Awkwafina Matt Berry Tim Hill Animation Fantasy Adventure Comedy Family
Thea Sharrock,Sam Rockwell,Angelina Jolie,Danny DeVito,Family Comedy Drama,the one and only ivan,Sam Rockwell Angelina Jolie Danny DeVito Thea Sharrock Family Comedy Drama
Derrick Borte,Russell Crowe,Caren Pistorius,Gabriel Bateman,Action Thriller,unhinged,Russell Crowe Caren Pistorius Gabriel Bateman Derrick Borte Action Thriller
Michael Almereyda,Ethan Hawke,Eve Hewson,Ebon Moss-Bachrach,History Drama,tesla,Ethan Hawke Eve Hewson Ebon Moss-Bachrach Michael Almereyda History Drama
RZA,Shameik Moore,T.I.,Demetrius Shipp Jr.,Action Crime Drama Thriller,cut throat city,Shameik Moore T.I. Demetrius Shipp Jr. RZA Action Crime Drama Thriller
Thor Freudenthal,Charlie Plummer,Andy García,Taylor Russell,Drama Romance,words on bathroom walls,Charlie Plummer Andy García Taylor Russell Thor Freudenthal Drama Romance
Matt Eskandari,Jesse Metcalfe,Bruce Willis,,Action Thriller,hard kill,Jesse Metcalfe Bruce Willis  Matt Eskandari Action Thriller
,Richard Tanne (director/sceenplay); Austin Abrams,Lili Reinhart,,Drama Romance,chemical hearts,Richard Tanne (director/sceenplay); Austin Abrams Lili Reinhart   Drama Romance
Christopher Nolan,John David Washington,Robert Pattinson,Elizabeth Debicki,Action Thriller Science Fiction,tenet,John David Washington Robert Pattinson Elizabeth Debicki Christopher Nolan Action Thriller Science Fiction
Dean Parisot,Keanu Reeves,Alex Winter,Kristen Schaal,Comedy Science Fiction Adventure,bill & ted face the music,Keanu Reeves Alex Winter Kristen Schaal Dean Parisot Comedy Science Fiction Adventure
Josh Boone,Maisie Williams,Anya Taylor-Joy,Charlie Heaton,Action Horror Science Fiction,the new mutants,Maisie Williams Anya Taylor-Joy Charlie Heaton Josh Boone Action Horror Science Fiction
Armando Iannucci,Dev Patel,Aneurin Barnard,Peter Capaldi,Drama Comedy,the personal history of david copperfield,Dev Patel Aneurin Barnard Peter Capaldi Armando Iannucci Drama Comedy
Charlie Kaufman,Jesse Plemons,Jessie Buckley,Toni Collette,Drama Thriller,i'm thinking of ending things,Jesse Plemons Jessie Buckley Toni Collette Charlie Kaufman Drama Thriller
Bob Bowen,Vincent Martella,Ashley Tisdale,David Errigo Jr.,Animation Science Fiction Comedy Music Family Adventure TV Movie,phineas and ferb the movie: candace against the universe,Vincent Martella Ashley Tisdale David Errigo Jr. Bob Bowen Animation Science Fiction Comedy Music Family Adventure TV Movie
Brett Haley,Auliʻi Cravalho,Rhenzy Feliz,Judy Reyes,Drama,all together now,Auliʻi Cravalho Rhenzy Feliz Judy Reyes Brett Haley Drama
M. J. Bassett,Megan Fox,Philip Winchester,,Action Adventure,rogue,Megan Fox Philip Winchester  M. J. Bassett Action Adventure
Brendan Walsh,Genesis Rodriguez,Vincent Piazza,Louis Cancelmi,Thriller,centigrade,Genesis Rodriguez Vincent Piazza Louis Cancelmi Brendan Walsh Thriller
Jeremy Garelick,Skyler Gisondo,Eduardo Franco,Dexter Darden,Comedy,the binge,Skyler Gisondo Eduardo Franco Dexter Darden Jeremy Garelick Comedy
Mark Steven Johnson,Rachael Leigh Cook,Damon Wayans Jr.,,Romance Comedy,"love, guaranteed",Rachael Leigh Cook Damon Wayans Jr.  Mark Steven Johnson Romance Comedy
Niki Caro,Liu Yifei,Donnie Yen,Tzi Ma,Adventure Fantasy,mulan,Liu Yifei Donnie Yen Tzi Ma Niki Caro Adventure Fantasy
John Leguizamo,John Leguizamo,Jorge Lendeborg Jr.,Angel Bismark Curiel,Drama,critical thinking,John Leguizamo Jorge Lendeborg Jr. Angel Bismark Curiel John Leguizamo Drama
Julius Berg,Maisie Williams,Sylvester McCoy,Rita Tushingham,Thriller Horror,the owners,Maisie Williams Sylvester McCoy Rita Tushingham Julius Berg Thriller Horror
Sam Macaroni,Pauly Shore,Mike Castle,Aimee Teegarden,Comedy,guest house,Pauly Shore Mike Castle Aimee Teegarden Sam Macaroni Comedy
McG,Judah Lewis,Emily Alyn Lind,Jenna Ortega,Comedy Horror,the babysitter: killer queen,Judah Lewis Emily Alyn Lind Jenna Ortega McG Comedy Horror
Rachel Lee Goldenberg,Haley Lu Richardson,Barbie Ferreira,Alex MacNicoll,Drama Comedy,unpregnant,Haley Lu Richardson Barbie Ferreira Alex MacNicoll Rachel Lee Goldenberg Drama Comedy
Antonio Campos,Tom Holland,Bill Skarsgård,Riley Keough,Crime Drama Thriller,the devil all the time,Tom Holland Bill Skarsgård Riley Keough Antonio Campos Crime Drama Thriller
Natalie Krinsky,Geraldine Viswanathan,Dacre Montgomery,Utkarsh Ambudkar,Comedy Romance,the broken hearts gallery,Geraldine Viswanathan Dacre Montgomery Utkarsh Ambudkar Natalie Krinsky Comedy Romance
Luke Eve,Brenton Thwaites,Lily Sullivan,Joel Jackson,Comedy Drama Romance,i met a girl,Brenton Thwaites Lily Sullivan Joel Jackson Luke Eve Comedy Drama Romance
Jon Stevenson,Wil Wheaton,Brian Landis Folkins,Kathleen Brady,Horror Thriller,rent-a-pal,Wil Wheaton Brian Landis Folkins Kathleen Brady Jon Stevenson Horror Thriller
Sean McNamara,Melissa Rauch,Max Greenfield,George Lopez,Comedy Action,cats & dogs 3: paws unite!,Melissa Rauch Max Greenfield George Lopez Sean McNamara Comedy Action
Yuval Adler,Noomi Rapace,Joel Kinnaman,Chris Messina,Thriller,the secrets we keep,Noomi Rapace Joel Kinnaman Chris Messina Yuval Adler Thriller
,Janelle Monáe,Eric Lange,Jena Malone,Horror,antebellum,Janelle Monáe Eric Lange Jena Malone  Horror
Sean Durkin,Jude Law,Carrie Coon,Charlie Shotwell,Drama Romance,the nest,Jude Law Carrie Coon Charlie Shotwell Sean Durkin Drama Romance
Roger Michell,Susan Sarandon,Kate Winslet,Mia Wasikowska,Drama,blackbird,Susan Sarandon Kate Winslet Mia Wasikowska Roger Michell Drama
William Olsson,Alexandra Daddario,Takehiro Hira,Carice van Houten,Drama,lost girls & love hotels,Alexandra Daddario Takehiro Hira Carice van Houten William Olsson Drama
Taylor A. Purdee,Taylor A. Purdee,John Donchak,Nathan Purdee,Drama Music,killian & the comeback kids,Taylor A. Purdee John Donchak Nathan Purdee Taylor A. Purdee Drama Music
Harry Bradbeer,Millie Bobby Brown,Henry Cavill,Sam Claflin,Crime Mystery Adventure,enola holmes,Millie Bobby Brown Henry Cavill Sam Claflin Harry Bradbeer Crime Mystery Adventure
Aaron Sorkin,Yahya Abdul-Mateen II,Sacha Baron Cohen,Danny Flaherty,Drama History,the trial of the chicago 7,Yahya Abdul-Mateen II Sacha Baron Cohen Danny Flaherty Aaron Sorkin Drama History
Tate Taylor,Jessica Chastain,John Malkovich,Common,Action Crime Drama Thriller,ava,Jessica Chastain John Malkovich Common Tate Taylor Action Crime Drama Thriller
Miranda July,Evan Rachel Wood,Richard Jenkins,Debra Winger,Crime Drama Comedy,kajillionaire,Evan Rachel Wood Richard Jenkins Debra Winger Miranda July Crime Drama Comedy
Andrew Cohn,Richard Jenkins,Shane Paul McGhie,Da'Vine Joy Randolph,Comedy Drama,the last shift,Richard Jenkins Shane Paul McGhie Da'Vine Joy Randolph Andrew Cohn Comedy Drama
Anna Mastro,Peyton Elizabeth Lee,Skylar Astin,Élodie Yung,Action Adventure Comedy Fantasy,secret society of second-born royals,Peyton Elizabeth Lee Skylar Astin Élodie Yung Anna Mastro Action Adventure Comedy Fantasy
Marc Carlini,Tommy Dewey,François Arnaud,Minka Kelly,Comedy Drama,she's in portland,Tommy Dewey François Arnaud Minka Kelly Marc Carlini Comedy Drama
Cooper Karl,Madelaine Petsch,Alexander Koch,,Thriller,sightless,Madelaine Petsch Alexander Koch  Cooper Karl Thriller
Joe Mantello,Jim Parsons,Zachary Quinto,Matt Bomer,Drama,the boys in the band,Jim Parsons Zachary Quinto Matt Bomer Joe Mantello Drama
Julie Taymor,Julianne Moore,Alicia Vikander,Timothy Hutton,Drama,the glorias,Julianne Moore Alicia Vikander Timothy Hutton Julie Taymor Drama
Sofia Coppola,Rashida Jones,Bill Murray,Marlon Wayans,Drama Comedy,on the rocks,Rashida Jones Bill Murray Marlon Wayans Sofia Coppola Drama Comedy
Brian Duffield,Katherine Langford,Charlie Plummer,Hayley Law,Comedy Horror,spontaneous,Katherine Langford Charlie Plummer Hayley Law Brian Duffield Comedy Horror
Osmany Rodriguez,Jaden Michael,Gerald W. Jones III,Gregory Diaz IV,Comedy Horror,vampires vs. the bronx,Jaden Michael Gerald W. Jones III Gregory Diaz IV Osmany Rodriguez Comedy Horror
Brandon Cronenberg,Andrea Riseborough,Christopher Abbott,Rossif Sutherland,Thriller Science Fiction Horror,possessor,Andrea Riseborough Christopher Abbott Rossif Sutherland Brandon Cronenberg Thriller Science Fiction Horror
Darren Lynn Bousman,Maggie Q,Alex Essoe,Luke Hemsworth,Horror Mystery,death of me,Maggie Q Alex Essoe Luke Hemsworth Darren Lynn Bousman Horror Mystery
Timothy Woodward Jr.,Lin Shaye,Tobin Bell,,Crime Thriller,the call,Lin Shaye Tobin Bell  Timothy Woodward Jr. Crime Thriller
Mike Elliott,Madison Pettis,Lizze Broadway,Piper Curda,Comedy,american pie presents: girls' rules,Madison Pettis Lizze Broadway Piper Curda Mike Elliott Comedy
Veena Sud,Mireille Enos,Peter Sarsgaard,Joey King,Drama Horror Mystery Thriller,the lie,Mireille Enos Peter Sarsgaard Joey King Veena Sud Drama Horror Mystery Thriller
Emmanuel Osei-Kuffour Jr.,Mamoudou Athie,Phylicia Rashad,,Horror Science Fiction Thriller,black box,Mamoudou Athie Phylicia Rashad  Emmanuel Osei-Kuffour Jr. Horror Science Fiction Thriller
Steven Brill,Adam Sandler,Kevin James,Julie Bowen,Comedy Fantasy Mystery Horror,hubie halloween,Adam Sandler Kevin James Julie Bowen Steven Brill Comedy Fantasy Mystery Horror
Brannon Braga,Britt Robertson,Anna Friel,Rafi Gavron,Horror Science Fiction,books of blood,Britt Robertson Anna Friel Rafi Gavron Brannon Braga Horror Science Fiction
Angel Manuel Soto,Jahi Di'Allo Winston,Meek Mill,Will Catlett,Drama,charm city kings,Jahi Di'Allo Winston Meek Mill Will Catlett Angel Manuel Soto Drama
Tim Hill,Robert De Niro,Uma Thurman,Rob Riggle,Comedy Family Drama,the war with grandpa,Robert De Niro Uma Thurman Rob Riggle Tim Hill Comedy Family Drama
Woody Allen,Timothée Chalamet,Elle Fanning,Selena Gomez,Comedy Romance,a rainy day in new york,Timothée Chalamet Elle Fanning Selena Gomez Woody Allen Comedy Romance
Diane Paragas,Eva Noblezada,Dale Watson,Princess Punzalan,Drama Music,yellow rose,Eva Noblezada Dale Watson Princess Punzalan Diane Paragas Drama Music
Radha Blank,Radha Blank,Peter Kim,Oswin Benjamin,Comedy Drama,the 40-year-old version,Radha Blank Peter Kim Oswin Benjamin Radha Blank Comedy Drama
Zu Quirke,Sydney Sweeney,Madison Iseman,Jacques Colimon,Horror Mystery Thriller,nocturne,Sydney Sweeney Madison Iseman Jacques Colimon Zu Quirke Horror Mystery Thriller
"Elan Dassani, Rajeev Dassani",Sarita Choudhury,Sunita Mani,Omar Maskati,Mystery Thriller,evil eye,"Sarita Choudhury Sunita Mani Omar Maskati Elan Dassani, Rajeev Dassani Mystery Thriller"
Rachel Talalay,Tamara Smart,Oona Laurence,Tom Felton,Family Fantasy Adventure Comedy,a babysitter's guide to monster hunting,Tamara Smart Oona Laurence Tom Felton Rachel Talalay Family Fantasy Adventure Comedy
Michael Matthews,Dylan O'Brien,Jessica Henwick,Dan Ewing,Comedy Action Adventure Fantasy,love and monsters,Dylan O'Brien Jessica Henwick Dan Ewing Michael Matthews Comedy Action Adventure Fantasy
Mark Williams,Liam Neeson,Kate Walsh,Robert Patrick,Thriller Action Crime Drama,honest thief,Liam Neeson Kate Walsh Robert Patrick Mark Williams Thriller Action Crime Drama
Justin Baldoni,Fin Argus,Sabrina Carpenter,Madison Iseman,Music Drama Romance,clouds,Fin Argus Sabrina Carpenter Madison Iseman Justin Baldoni Music Drama Romance
Evan Morgan,Adam Brody,Sophie Nélisse,Tzi Ma,Comedy Drama Mystery,the kid detective,Adam Brody Sophie Nélisse Tzi Ma Evan Morgan Comedy Drama Mystery
Johnny Martin,Tyler Posey,Summer Spiro,Robert Ri'chard,Thriller Horror Drama,alone,Tyler Posey Summer Spiro Robert Ri'chard Johnny Martin Thriller Horror Drama
Lance Hool,Jacob Elordi,Adan Canto,Tiera Skovbye,Drama Romance,2 hearts,Jacob Elordi Adan Canto Tiera Skovbye Lance Hool Drama Romance
Steve Byrne,Jimmy O. Yang,Alex Moffat,Cedric the Entertainer,Comedy,the opening act,Jimmy O. Yang Alex Moffat Cedric the Entertainer Steve Byrne Comedy
Don Michael Paul,Michael Gross,Jon Heder,,Action Horror,tremors: shrieker island,Michael Gross Jon Heder  Don Michael Paul Action Horror
Robert Zemeckis,Anne Hathaway,Octavia Spencer,Stanley Tucci,Family Fantasy Adventure Comedy Horror,the witches,Anne Hathaway Octavia Spencer Stanley Tucci Robert Zemeckis Family Fantasy Adventure Comedy Horror
Glen Keane,Cathy Ang,Phillipa Soo,Ken Jeong,Animation Adventure Family Fantasy,over the moon,Cathy Ang Phillipa Soo Ken Jeong Glen Keane Animation Adventure Family Fantasy
Jason Woliner,Sacha Baron Cohen,Maria Bakalova,,Comedy,borat subsequent moviefilm,Sacha Baron Cohen Maria Bakalova  Jason Woliner Comedy
Roger Kumble,Josephine Langford,Hero Fiennes Tiffin,Dylan Sprouse,Romance Drama,after we collided,Josephine Langford Hero Fiennes Tiffin Dylan Sprouse Roger Kumble Romance Drama
David Prior,James Badge Dale,Marin Ireland,Stephen Root,Horror Crime Drama,the empty man,James Badge Dale Marin Ireland Stephen Root David Prior Horror Crime Drama
"Justin Benson, Aaron Moorhead",Anthony Mackie,Jamie Dornan,,Science Fiction Drama Thriller Horror,synchronic,"Anthony Mackie Jamie Dornan  Justin Benson, Aaron Moorhead Science Fiction Drama Thriller Horror"
Kurt Wimmer,Elena Kampouris,Kate Moyer,Callan Mulvey,Horror Thriller,children of the corn,Elena Kampouris Kate Moyer Callan Mulvey Kurt Wimmer Horror Thriller
Justin Simien,Elle Lorraine,Vanessa Williams,Jay Pharoah,TV Movie Adventure Comedy,bad hair,Elle Lorraine Vanessa Williams Jay Pharoah Justin Simien TV Movie Adventure Comedy
Nicol Paone,Malin Åkerman,Kat Dennings,Aisha Tyler,Comedy,friendsgiving,Malin Åkerman Kat Dennings Aisha Tyler Nicol Paone Comedy
Zoe Lister-Jones,Cailee Spaeny,Gideon Adlon,Lovie Simone,Horror Drama Fantasy,the craft: legacy,Cailee Spaeny Gideon Adlon Lovie Simone Zoe Lister-Jones Horror Drama Fantasy
John Whitesell,Emma Roberts,Luke Bracey,Kristin Chenoweth,Comedy Romance,holidate,Emma Roberts Luke Bracey Kristin Chenoweth John Whitesell Comedy Romance
Jacob Chase,Gillian Jacobs,John Gallagher Jr.,Azhy Robertson,Horror Mystery,come play,Gillian Jacobs John Gallagher Jr. Azhy Robertson Jacob Chase Horror Mystery
Remi Weekes,Wunmi Mosaku. Sope Dirisu,Matt Smith,,Drama Horror Thriller,his house,Wunmi Mosaku. Sope Dirisu Matt Smith  Remi Weekes Drama Horror Thriller
Mark Tonderai,Omari Hardwick,Loretta Devine,,Thriller Horror,spell,Omari Hardwick Loretta Devine  Mark Tonderai Thriller Horror
Max Winkler,Charlie Hunnam,Jack O'Connell,Jessica Barden,Drama,jungleland,Charlie Hunnam Jack O'Connell Jessica Barden Max Winkler Drama
Thomas Bezucha,Diane Lane,Kevin Costner,Lesley Manville,Drama Thriller Crime,let him go,Diane Lane Kevin Costner Lesley Manville Thomas Bezucha Drama Thriller Crime
Andrea Di Stefano,Joel Kinnaman,Rosamund Pike,Common,Drama Crime Thriller,the informer,Joel Kinnaman Rosamund Pike Common Andrea Di Stefano Drama Crime Thriller
Bryan Bertino,Marin Ireland,Michael Abbott Jr.,Xander Berkeley,Horror,the dark and the wicked,Marin Ireland Michael Abbott Jr. Xander Berkeley Bryan Bertino Horror
Ron Howard,Amy Adams,Glenn Close,Gabriel Basso,Drama,hillbilly elegy,Amy Adams Glenn Close Gabriel Basso Ron Howard Drama
David Fincher,Gary Oldman,Amanda Seyfried,Lily Collins,Drama History,mank,Gary Oldman Amanda Seyfried Lily Collins David Fincher Drama History
Christopher Landon,Vince Vaughn,Kathryn Newton,Katie Finneran,Horror Thriller Comedy Fantasy,freaky,Vince Vaughn Kathryn Newton Katie Finneran Christopher Landon Horror Thriller Comedy Fantasy
David E. Talbert,Forest Whitaker,Keegan-Michael Key,Hugh Bonneville,Family Fantasy Music,jingle jangle: a christmas journey,Forest Whitaker Keegan-Michael Key Hugh Bonneville David E. Talbert Family Fantasy Music
Miles Joris-Peyrafitte,Finn Cole,Margot Robbie,Travis Fimmel,Thriller Drama,dreamland,Finn Cole Margot Robbie Travis Fimmel Miles Joris-Peyrafitte Thriller Drama
,Mel Gibson,Walton Goggins,Marianne Jean-Baptiste,Action Comedy Fantasy,fatman,Mel Gibson Walton Goggins Marianne Jean-Baptiste  Action Comedy Fantasy
Edoardo Ponti,Sophia Loren,Ibrahima Gueye,Abril Zamora,Drama,the life ahead,Sophia Loren Ibrahima Gueye Abril Zamora Edoardo Ponti Drama
Michael Angelo Covino,Kyle Marvin,Michael Angelo Covino,Gayle Rankin,Comedy Drama,the climb,Kyle Marvin Michael Angelo Covino Gayle Rankin Michael Angelo Covino Comedy Drama
Paul Leyden,Malin Åkerman,Bella Thorne,Fortune Feimster,Action Comedy,chick fight,Malin Åkerman Bella Thorne Fortune Feimster Paul Leyden Action Comedy
Michael Rohl,Vanessa Hudgens,Sam Palladio,Nick Sagar,Family Romance Comedy Drama,the princess switch: switched again,Vanessa Hudgens Sam Palladio Nick Sagar Michael Rohl Family Romance Comedy Drama
Aneesh Chaganty,Sarah Paulson,Kiera Allen,Pat Healy,Thriller Horror Drama,run,Sarah Paulson Kiera Allen Pat Healy Aneesh Chaganty Thriller Horror Drama
Darius Marder,Riz Ahmed,Olivia Cooke,Paul Raci,Drama Music,sound of metal,Riz Ahmed Olivia Cooke Paul Raci Darius Marder Drama Music
Dan Friedkin,Guy Pearce,Claes Bang,Vicky Krieps,Drama,the last vermeer,Guy Pearce Claes Bang Vicky Krieps Dan Friedkin Drama
Dimitri Logothetis,Alain Moussi,Frank Grillo,JuJu Chan,Fantasy Action Science Fiction,jiu jitsu,Alain Moussi Frank Grillo JuJu Chan Dimitri Logothetis Fantasy Action Science Fiction
Josh Duhamel,Josh Duhamel,Dax Shepard,Olivia Munn,Comedy Drama,buddy games,Josh Duhamel Dax Shepard Olivia Munn Josh Duhamel Comedy Drama
Joel Crawford,Nicolas Cage,Emma Stone,Ryan Reynolds,Family Fantasy Animation Comedy,the croods: a new age,Nicolas Cage Emma Stone Ryan Reynolds Joel Crawford Family Fantasy Animation Comedy
Clea DuVall,Kristen Stewart,Mackenzie Davis,Alison Brie,Romance Comedy,happiest season,Kristen Stewart Mackenzie Davis Alison Brie Clea DuVall Romance Comedy
George C. Wolfe,Viola Davis,Chadwick Boseman,Glynn Turman,Drama Music,ma rainey's black bottom,Viola Davis Chadwick Boseman Glynn Turman George C. Wolfe Drama Music
Chris Columbus,Kurt Russell,Goldie Hawn,Darby Camp,Family Fantasy Adventure Comedy,the christmas chronicles 2,Kurt Russell Goldie Hawn Darby Camp Chris Columbus Family Fantasy Adventure Comedy
Alan Ball,Paul Bettany,Sophia Lillis,Peter Macdissi,Drama,uncle frank,Paul Bettany Sophia Lillis Peter Macdissi Alan Ball Drama
Taylor Swift,Taylor Swift,Jack Antonoff,Aaron Dessner,Music Documentary,folklore: the long pond studio sessions,Taylor Swift Jack Antonoff Aaron Dessner Taylor Swift Music Documentary
Ben Falcone,Melissa McCarthy,Bobby Cannavale,Brian Tyree Henry,Comedy Science Fiction Romance,superintelligence,Melissa McCarthy Bobby Cannavale Brian Tyree Henry Ben Falcone Comedy Science Fiction Romance
