director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,bow
Pierre Morel,Jennifer Garner,John Ortiz,Juan Pablo Raba,Action Thriller,peppermint,jennifer garner john ortiz juan pablo raba pierre morel action thriller
Shane Black,Boyd Holbrook,Trevante Rhodes,Jacob Tremblay,Science Fiction Action Thriller Adventure Horror Comedy,the predator,boyd holbrook trevante rhodes jacob tremblay shane black science fiction action thriller adventure horror comedy
Yann Demange,Matthew McConaughey,Richie Merritt,Bel Powley,Crime Drama,white boy rick,matthew mcconaughey richie merritt bel powley yann demange crime drama
Paul Feig,Anna Kendrick,Blake Lively,Henry Golding,Crime Thriller,a simple favor,anna kendrick blake lively henry golding paul feig crime thriller
Richard Eyre,Emma Thompson,Stanley Tucci,Fionn Whitehead,Drama,the children act,emma thompson stanley tucci fionn whitehead richard eyre drama
Craig William Macneill,Chloë Sevigny,Kristen Stewart,Jay Huguley,Crime Drama Thriller,lizzie,chloë sevigny kristen stewart jay huguley craig william macneill crime drama thriller
Harold Cronk,Samuel Hunt,Merritt Patterson,Vanessa Bell Calloway,Drama,unbroken: path to redemption,samuel hunt merritt patterson vanessa bell calloway harold cronk drama
Stephen Cognetti,Vasile Flutur,Jillian Geurts,Joy Shatz,Horror,hell house llc ii: the abaddon hotel,vasile flutur jillian geurts joy shatz stephen cognetti horror
Eli Roth,Jack Black,Cate Blanchett,Owen Vaccaro,Fantasy Family Comedy,the house with a clock in its walls,jack black cate blanchett owen vaccaro eli roth fantasy family comedy
Dan Fogelman,Oscar Isaac,Olivia Wilde,Mandy Patinkin,Drama Romance,life itself,oscar isaac olivia wilde mandy patinkin dan fogelman drama romance
Jacques Audiard,John C. Reilly,Joaquin Phoenix,Jake Gyllenhaal,Western Drama Adventure,the sisters brothers,john c. reilly joaquin phoenix jake gyllenhaal jacques audiard western drama adventure
Sam Levinson,Odessa Young,Suki Waterhouse,Hari Nef,Thriller Comedy Horror,assassination nation,odessa young suki waterhouse hari nef sam levinson thriller comedy horror
Wash Westmoreland,Keira Knightley,Dominic West,,Drama History,colette,keira knightley dominic west  wash westmoreland drama history
Michael Moore,Michael Moore (director/screenplay),,,Documentary,fahrenheit 11/9,michael moore (director/screenplay)   michael moore documentary
Christian Carion,Guillaume Canet,Melanie Laurent,,Crime Drama Thriller,my son,guillaume canet melanie laurent  christian carion crime drama thriller
Lisa Dapolito,Lisa Dapolito (director); Gilda Radner,,,Documentary,"love, gilda",lisa dapolito (director); gilda radner   lisa dapolito documentary
Kenji Nagasaki,Justin Briner,Christopher R. Sabat,Clifford Chapin,Animation Action Adventure Fantasy,my hero academia: two heroes,justin briner christopher r. sabat clifford chapin kenji nagasaki animation action adventure fantasy
Karey Kirkpatrick,Channing Tatum,James Corden,Zendaya,Family Animation Adventure Fantasy,smallfoot,channing tatum james corden zendaya karey kirkpatrick family animation adventure fantasy
Malcolm D. Lee,Kevin Hart,Tiffany Haddish,Rob Riggle,Comedy,night school,kevin hart tiffany haddish rob riggle malcolm d. lee comedy
David Lowery,Robert Redford,Casey Affleck,Danny Glover,Comedy Crime Drama,the old man & the gun,robert redford casey affleck danny glover david lowery comedy crime drama
Gregory Plotkin,Bex Taylor-Klaus,Amy Forsyth,Reign Edwards,Horror,hell fest,bex taylor-klaus amy forsyth reign edwards gregory plotkin horror
Dave Christiano,Nicholas X. Parsons,Patty Duke,Michael Gross,,power of the air,nicholas x. parsons patty duke michael gross dave christiano 
Ruben Fleischer,Tom Hardy,Michelle Williams,Riz Ahmed,Science Fiction Action,venom,tom hardy michelle williams riz ahmed ruben fleischer science fiction action
Bradley Cooper,Bradley Cooper,Lady Gaga,Sam Elliott,Drama Romance Music,a star is born,bradley cooper lady gaga sam elliott bradley cooper drama romance music
George Tillman Jr.,Amandla Stenberg,Regina Hall,Russell Hornsby,Crime Drama,the hate u give,amandla stenberg regina hall russell hornsby george tillman jr. crime drama
Rupert Everett,Rupert Everett,Colin Firth,Colin Morgan,Drama,the happy prince,rupert everett colin firth colin morgan rupert everett drama
Damien Chazelle,Ryan Gosling,Claire Foy,Jason Clarke,History Drama,first man,ryan gosling claire foy jason clarke damien chazelle history drama
Drew Goddard,Jeff Bridges,Cynthia Erivo,Dakota Johnson,Thriller Drama Mystery Crime,bad times at the el royale,jeff bridges cynthia erivo dakota johnson drew goddard thriller drama mystery crime
Ari Sandel,Wendi McLendon-Covey,Madison Iseman,Jeremy Ray Taylor,Adventure Comedy Fantasy Family Horror,goosebumps 2: haunted halloween,wendi mclendon-covey madison iseman jeremy ray taylor ari sandel adventure comedy fantasy family horror
Felix van Groeningen,Steve Carell,Timothée Chalamet,Maura Tierney,Drama,beautiful boy,steve carell timothée chalamet maura tierney felix van groeningen drama
Ike Barinholtz,Ike Barinholtz,Tiffany Haddish,Nora Dunn,Comedy,the oath,ike barinholtz tiffany haddish nora dunn ike barinholtz comedy
Nick Searcy,Nick Searcy (director); Earl Billings,Dean Cain,Sarah Jane Morris,Drama Crime,gosnell: the trial of america's biggest serial killer,nick searcy (director); earl billings dean cain sarah jane morris nick searcy drama crime
,Hannah Marks,Joey Power (directors/screenplay),Jeremy Allen White,Comedy Drama Romance,after everything,hannah marks joey power (directors/screenplay) jeremy allen white  comedy drama romance
Marielle Heller,Melissa McCarthy,Richard E. Grant,,Drama Crime Comedy,can you ever forgive me?,melissa mccarthy richard e. grant  marielle heller drama crime comedy
Jonah Hill,Sunny Suljic,Lucas Hedges,Katherine Waterston,Drama Comedy,mid90s,sunny suljic lucas hedges katherine waterston jonah hill drama comedy
Paul Dano,Carey Mulligan,Jake Gyllenhaal,Ed Oxenbould,Drama,wildlife,carey mulligan jake gyllenhaal ed oxenbould paul dano drama
Elizabeth Chomko,Hilary Swank,Michael Shannon,Robert Forster,Drama,what they had,hilary swank michael shannon robert forster elizabeth chomko drama
Donovan Marsh,Gerard Butler,Gary Oldman,Common,Action Thriller,hunter killer,gerard butler gary oldman common donovan marsh action thriller
David Kerr,Rowan Atkinson,Olga Kurylenko,Ben Miller,Action Adventure Comedy,johnny english strikes again,rowan atkinson olga kurylenko ben miller david kerr action adventure comedy
Luca Guadagnino,Dakota Johnson,Tilda Swinton,Mia Goth,Horror Thriller,suspiria,dakota johnson tilda swinton mia goth luca guadagnino horror thriller
David G. Evans,Sarah Drew,Justin Bruening,Jason George,Drama War,indivisible,sarah drew justin bruening jason george david g. evans drama war
David McCracken,Mike C. Nelson,Jenni Melear,David McCracken,Action Drama Thriller,bullitt county,mike c. nelson jenni melear david mccracken david mccracken action drama thriller
Bryan Singer,Rami Malek,Lucy Boynton,Gwilym Lee,Music Drama History,bohemian rhapsody,rami malek lucy boynton gwilym lee bryan singer music drama history
"Lasse Hallström, Joe Johnston",Keira Knightley,Mackenzie Foy,Eugenio Derbez,Fantasy Adventure Family,the nutcracker and the four realms,"keira knightley mackenzie foy eugenio derbez lasse hallström, joe johnston fantasy adventure family"
Tyler Perry,Tiffany Haddish,Tika Sumpter,Omari Hardwick,Comedy Romance,nobody's fool,tiffany haddish tika sumpter omari hardwick tyler perry comedy romance
Joel Edgerton,Lucas Hedges,Nicole Kidman,Russell Crowe,Drama,boy erased,lucas hedges nicole kidman russell crowe joel edgerton drama
Matthew Heineman,Rosamund Pike,Jamie Dornan,Stanley Tucci,War Drama,a private war,rosamund pike jamie dornan stanley tucci matthew heineman war drama
Joseph Kahn,Calum Worthy,Jackie Long,Rory Uphold,Drama Comedy Music,bodied,calum worthy jackie long rory uphold joseph kahn drama comedy music
Jason Reitman,Hugh Jackman,Vera Farmiga,J. K. Simmons,Drama History,the front runner,hugh jackman vera farmiga j. k. simmons jason reitman drama history
"Yarrow Cheney, Scott Mosier",Benedict Cumberbatch,Rashida Jones,Kenan Thompson,Animation Family Comedy Fantasy,the grinch,"benedict cumberbatch rashida jones kenan thompson yarrow cheney, scott mosier animation family comedy fantasy"
Fede Alvarez,Claire Foy,Sverrir Gudnason,Lakeith Stanfield,Action Crime Thriller Drama,the girl in the spider's web,claire foy sverrir gudnason lakeith stanfield fede alvarez action crime thriller drama
Julius Avery,Jovan Adepo,Wyatt Russell,Mathilde Ollivier,Horror War Science Fiction,overlord,jovan adepo wyatt russell mathilde ollivier julius avery horror war science fiction
,Tim Blake Nelson,Zoe Kazan,Liam Neeson,Comedy Drama Western Music,the ballad of buster scruggs,tim blake nelson zoe kazan liam neeson  comedy drama western music
Daniel Fabelo & Matt Hullum,Gavin Free,Michael Jones,Burnie Burns,Science Fiction Action Adventure Comedy,lazer team 2,gavin free michael jones burnie burns daniel fabelo & matt hullum science fiction action adventure comedy
Josh Webber,Josh Webber (director); Shaun Cairo (Screenplay),Jo Marie Payton,Gary Leroi Gray,Drama Thriller,conundrum: secrets among friends,josh webber (director); shaun cairo (screenplay) jo marie payton gary leroi gray josh webber drama thriller
David Yates,Eddie Redmayne,Katherine Waterston,Dan Fogler,Adventure Fantasy Drama,fantastic beasts: the crimes of grindelwald,eddie redmayne katherine waterston dan fogler david yates adventure fantasy drama
Steve McQueen,Viola Davis,Michelle Rodriguez,Elizabeth Debicki,Crime Thriller,widows,viola davis michelle rodriguez elizabeth debicki steve mcqueen crime thriller
Sean Anders,Mark Wahlberg,Rose Byrne,Isabela Moner,Comedy Drama,instant family,mark wahlberg rose byrne isabela moner sean anders comedy drama
"Rich Moore, Phil Johnston",John C. Reilly,Sarah Silverman,Gal Gadot,Family Animation Comedy Adventure,ralph breaks the internet,"john c. reilly sarah silverman gal gadot rich moore, phil johnston family animation comedy adventure"
Steven Caple Jr.,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Drama,creed ii,michael b. jordan sylvester stallone tessa thompson steven caple jr. drama
Peter Farrelly,Viggo Mortensen,Mahershala Ali,Linda Cardellini,Drama Comedy Music,green book,viggo mortensen mahershala ali linda cardellini peter farrelly drama comedy music
Alfonso Cuarón,Yalitza Aparicio,Marina de Tavira,Fernando Grediaga,Drama,roma,yalitza aparicio marina de tavira fernando grediaga alfonso cuarón drama
Yorgos Lanthimos,Olivia Colman,Emma Stone,Rachel Weisz,Drama History Comedy,the favourite,olivia colman emma stone rachel weisz yorgos lanthimos drama history comedy
Andy Serkis,Rohan Chand,Christian Bale,Cate Blanchett,Adventure Drama,mowgli: legend of the jungle,rohan chand christian bale cate blanchett andy serkis adventure drama
Diederik van Rooijen,Diederik van Rooijen (director); Brian Sieve (writer); Shay Mitchell,Grey Damon,Kirby Johnson,Horror Drama,the possession of hannah grace,diederik van rooijen (director); brian sieve (writer); shay mitchell grey damon kirby johnson diederik van rooijen horror drama
John McPhail,Ella Hunt,Malcolm Cumming,Marli Siu,Horror Comedy Fantasy,anna and the apocalypse,ella hunt malcolm cumming marli siu john mcphail horror comedy fantasy
Nadine Labaki,Zain Al Rafeea,Yordanos Shiferaw,Boluwatife Treasure Bankole,Drama,capernaum,zain al rafeea yordanos shiferaw boluwatife treasure bankole nadine labaki drama
Josie Rourke,Saoirse Ronan,Margot Robbie,Jack Lowden,Drama History,mary queen of scots,saoirse ronan margot robbie jack lowden josie rourke drama history
Peter Hedges,Lucas Hedges,Julia Roberts,Kathryn Newton,Drama,ben is back,lucas hedges julia roberts kathryn newton peter hedges drama
"Bob Persichetti, Peter Ramsey, Rodney Rothman",Shameik Moore,Jake Johnson,Hailee Steinfeld,Action Adventure Animation Science Fiction Comedy,spider-man: into the spider-verse,"shameik moore jake johnson hailee steinfeld bob persichetti, peter ramsey, rodney rothman action adventure animation science fiction comedy"
Christian Rivers,Hugo Weaving,Hera Hilmar,Robert Sheehan,Adventure Science Fiction,mortal engines,hugo weaving hera hilmar robert sheehan christian rivers adventure science fiction
Clint Eastwood,Clint Eastwood,Bradley Cooper,Laurence Fishburne,Crime Drama Thriller,the mule,clint eastwood bradley cooper laurence fishburne clint eastwood crime drama thriller
Barry Jenkins,Kiki Layne,Stephan James,Teyonah Parris,Romance Drama,if beale street could talk,kiki layne stephan james teyonah parris barry jenkins romance drama
Rob Marshall,Emily Blunt,Lin-Manuel Miranda,Ben Whishaw,Fantasy Family Comedy,mary poppins returns,emily blunt lin-manuel miranda ben whishaw rob marshall fantasy family comedy
James Wan,Jason Momoa,Amber Heard,Willem Dafoe,Action Adventure Fantasy,aquaman,jason momoa amber heard willem dafoe james wan action adventure fantasy
Travis Knight,Hailee Steinfeld,John Cena,Jorge Lendeborg Jr.,Action Adventure Science Fiction,bumblebee,hailee steinfeld john cena jorge lendeborg jr. travis knight action adventure science fiction
Robert Zemeckis,Steve Carell,Leslie Mann,Diane Kruger,Drama Comedy Fantasy,welcome to marwen,steve carell leslie mann diane kruger robert zemeckis drama comedy fantasy
Peter Segal,Jennifer Lopez,Leah Remini,Vanessa Hudgens,Romance Comedy,second act,jennifer lopez leah remini vanessa hudgens peter segal romance comedy
Paweł Pawlikowski,Joanna Kulig,Tomasz Kot,Agata Kulesza,Animation,cold war,joanna kulig tomasz kot agata kulesza paweł pawlikowski animation
Etan Cohen,Will Ferrell,John C. Reilly,Rebecca Hall,Mystery Adventure Comedy Crime,holmes & watson,will ferrell john c. reilly rebecca hall etan cohen mystery adventure comedy crime
Adam McKay,Christian Bale,Amy Adams,Steve Carell,Thriller Science Fiction Action Adventure,vice,christian bale amy adams steve carell adam mckay thriller science fiction action adventure
Mimi Leder,Felicity Jones,Armie Hammer,Justin Theroux,Drama History,on the basis of sex,felicity jones armie hammer justin theroux mimi leder drama history
Karyn Kusama,Nicole Kidman,Sebastian Stan,Toby Kebbell,Thriller Crime Drama Action,destroyer,nicole kidman sebastian stan toby kebbell karyn kusama thriller crime drama action
David Slade,Fionn Whitehead,Will Poulter,Asim Chaudhry,Science Fiction Mystery Drama Thriller TV Movie,black mirror: bandersnatch,fionn whitehead will poulter asim chaudhry david slade science fiction mystery drama thriller tv movie
Adam Robitel,Taylor Russell,Logan Miller,Deborah Ann Woll,Thriller Action Mystery Adventure Horror,escape room,taylor russell logan miller deborah ann woll adam robitel thriller action mystery adventure horror
Jen McGowan,Hermione Corfield,Jay Paulson,Sean O'Bryan,Thriller Drama,rust creek,hermione corfield jay paulson sean o'bryan jen mcgowan thriller drama
Wilson Coneybeare,Donald Sutherland,Vincent Kartheiser,Oliver Dennis,Thriller,american hangman,donald sutherland vincent kartheiser oliver dennis wilson coneybeare thriller
Charles Martin Smith,Bryce Dallas Howard,Edward James Olmos,Alexandra Shipp,Drama Adventure Family,a dog's way home,bryce dallas howard edward james olmos alexandra shipp charles martin smith drama adventure family
